Begin Time - msec	End Time - msec	Duration - msec	A_LH_gesture	A_RH_gesture	B_LH_gesture	B_RH_gesture	File	File Path	A_LH_gesture_beat	A_LH_gesture_comments	A_LH_gesture_deixis	A_LH_gesture_iconicity	A_LH_gesture_pragmaticality	A_LH_gesture_referent	A_RH_gesture_beat	A_RH_gesture_comments	A_RH_gesture_deixis	A_RH_gesture_iconicity	A_RH_gesture_pragmaticality	A_RH_gesture_referent	A_speech	A_speech_eng	B_LH_gesture_beat	B_LH_gesture_comments	B_LH_gesture_deixis	B_LH_gesture_iconicity	B_LH_gesture_pragmaticality	B_LH_gesture_referent	B_RH_gesture_beat	B_RH_gesture_comments	B_RH_gesture_deixis	B_RH_gesture_iconicity	B_RH_gesture_pragmaticality	B_RH_gesture_referent	B_speech	B_speech_eng	accuracy	comments	correct_answer	director	given_answer	round	target	trial
479520	479750	230			gesture	gesture	009.eaf																			1.0		main				1.0		main	Ok , ik heb een kopje en die heeft een soort ronde neus.	Ok , I have a cup and it has a kind of round nose.			J	B		1.0	11.0	1_10
480290	481080	790				non-gesture	009.eaf																							Prep					Ok , ik heb een kopje en die heeft een soort ronde neus.	Ok , I have a cup and it has a kind of round nose.			J	B		1.0	11.0	1_10
481080	481270	190				gesture	009.eaf																									1.0		11B	Ok , ik heb een kopje en die heeft een soort ronde neus.	Ok , I have a cup and it has a kind of round nose.			J	B		1.0	11.0	1_10
483740	483910	170			gesture	gesture	009.eaf																			1.0		11D				1.0		11A	En dan nog twee eh dingen bovenaan.	And then two more um things at the top.			J	B		1.0	11.0	1_10
484720	485150	430			gesture	gesture	009.eaf																		1.0						1.0				En dan nog twee eh dingen bovenaan.	And then two more um things at the top.			J	B		1.0	11.0	1_10
486030	486290	260			gesture		009.eaf																1.0												En de ene is recht en de andere is een beetje een bijzonder vormpje.	And one is straight and the other is a little bit of a special shape.			J	B		1.0	11.0	1_10
486610	486770	160				gesture	009.eaf																									1.0		11A	En de ene is recht en de andere is een beetje een bijzonder vormpje.	And one is straight and the other is a little bit of a special shape.			J	B		1.0	11.0	1_10
487060	487300	240			gesture		009.eaf																1.0												En de ene is recht en de andere is een beetje een bijzonder vormpje.	And one is straight and the other is a little bit of a special shape.			J	B		1.0	11.0	1_10
487880	489270	1390			gesture	gesture	009.eaf																	???						???					En de ene is recht en de andere is een beetje een bijzonder vormpje.	And one is straight and the other is a little bit of a special shape.			J	B		1.0	11.0	1_10
490870	491170	300			gesture		009.eaf																		1.0	1.0		11C							En dan nog   n uitsteekseltje naar links.	And then n protrusion to the left.			J	B		1.0	11.0	1_10
491190	492580	1390			undecided		009.eaf																	Small beats, 2 it looks like?											En dan nog   n uitsteekseltje naar links.	And then n protrusion to the left.			J	B		1.0	11.0	1_10
499760	500170	410	gesture				009.eaf		1.0		1.0										Oh ja, ik heb een eh kopje die lijkt een beetje op de vorige die jij omschreef.	Oh yes, I have an um cup that is somewhat similar to the previous one you described.																	15	A		1.0	16.0	1_11
501610	502070	460		gesture			009.eaf											1.0		16A	Dus er is een soort van kwast in, zeg maar.	So there's kind of a brush in there, so to speak.																	15	A		1.0	16.0	1_11
504650	504940	290	non-gesture	non-gesture			009.eaf														En het he- het heeft een staart.	And it he- it has a tail.																	15	A		1.0	16.0	1_11
504940	505380	440	gesture	gesture			009.eaf					1.0		16D				1.0		16D	En het he- het heeft een staart.	And it he- it has a tail.																	15	A		1.0	16.0	1_11
505380	506040	660	non-gesture	non-gesture			009.eaf														En het he- het heeft een staart.	And it he- it has a tail.																	15	A		1.0	16.0	1_11
506040	506450	410	gesture	gesture			009.eaf					1.0		16D				1.0		16D	Misschien moet ik het zo zien.	Maybe I should look at it this way.																	15	A		1.0	16.0	1_11
507670	508120	450	gesture	gesture			009.eaf						1.0						1.0		Een hele lange, ja, gewoon een staart.	A very long, yes, just a tail.																	15	A		1.0	16.0	1_11
508750	508990	240		gesture			009.eaf								1.0																								15	A		1.0	16.0	1_11
509270	509570	300					009.eaf														En aan de achterkant een beetje waar bij een dier ook een staart zou zitten, op die plek.	And on the back a little bit where on an animal would also have a tail, in that spot.																	15	A		1.0	16.0	1_11
510260	512220	1960	gesture  				009.eaf						1.0						1.0		En aan de achterkant een beetje waar bij een dier ook een staart zou zitten, op die plek.	And on the back a little bit where on an animal would also have a tail, in that spot.																	15	A		1.0	16.0	1_11
510260	512530	2270		gesture   			009.eaf						1.0						1.0		En aan de achterkant een beetje waar bij een dier ook een staart zou zitten, op die plek.	And on the back a little bit where on an animal would also have a tail, in that spot.																	15	A		1.0	16.0	1_11
512930	513450	520	gesture	gesture			009.eaf		1.0		1.0				1.0						En aan de achterkant een beetje waar bij een dier ook een staart zou zitten, op die plek.	And on the back a little bit where on an animal would also have a tail, in that spot.																	15	A		1.0	16.0	1_11
514370	514680	310	gesture	gesture			009.eaf														En twee armpjes.	And two little arms.																	15	A		1.0	16.0	1_11
517500	517710	210	non-gesture				009.eaf			aborted											Dus zeg maar-	So say-													Eh is de is de ene arm heel raar?	Um is the is the one arm very weird?			15	A		1.0	16.0	1_11
524170	524370	200				undecided	009.eaf																												Ja, met soort kleine vierkantje nog, zeg maar, beetje	Yeah, with kind of little square still, say, little			15	A		1.0	16.0	1_11
525560	525820	260			non-gesture	non-gesture	009.eaf																	Aborted						Aborted					Ja, met soort kleine vierkantje nog, zeg maar, beetje	Yeah, with kind of little square still, say, little			15	A		1.0	16.0	1_11
529880	530060	180			gesture		009.eaf																		1.0														15	A		1.0	16.0	1_11
531320	532730	1410				gesture	009.eaf																								1.0	1.0		16A	Ja, die ar- andere arm is dan hetzelfde als wat bovenop staat, of niet?	Yes, that ar-other arm is then the same as what's on top, isn't it?			15	A		1.0	16.0	1_11
533990	534500	510				non-gesture	009.eaf														Ja een bee- ja wel een beetje ja.	Yes a bee- yes yes a little bit yes.								No speech									15	A		1.0	16.0	1_11
537220	537410	190				gesture	009.eaf																						1.0				1.0		Ok , eh *15*.	Ok , um *15*.			15	A		1.0	16.0	1_11
543370	543430	60					009.eaf																												Oh, ik heb nu die ene andere doorboorde met die hele gekke steel er doorheen.	Oh, I now have the one other pierced one with the whole crazy stem through it.			E	B		1.0	13.0	1_12
543430	544740	1310			gesture 	gesture	009.eaf																			1.0		13A				1.0		13A	Oh, ik heb nu die ene andere doorboorde met die hele gekke steel er doorheen.	Oh, I now have the one other pierced one with the whole crazy stem through it.			E	B		1.0	13.0	1_12
544520	544900	380	gesture	gesture			009.eaf					1.0		13D				1.0		13D	Op het vierkant?	On the square?				1.0		13A				1.0		13A	Oh, ik heb nu die ene andere doorboorde met die hele gekke steel er doorheen.	Oh, I now have the one other pierced one with the whole crazy stem through it.			E	B		1.0	13.0	1_12
545290	545600	310			gesture	gesture	009.eaf														Op het vierkant?	On the square?			1.0	1.0		other			1.0	1.0		other					E	B		1.0	13.0	1_12
552650	553620	970		gesture			009.eaf											1.0		14C	Oké, ik heb nu, ja, een soort van, je ziet een paal, zeg maar, en daar zit het kopje aan vast.	Okay, I now have, yes, sort of, you see a pole, say, and the head is attached to that.																	14	A		1.0	14.0	1_13
553790	555000	1210					009.eaf														Oké, ik heb nu, ja, een soort van, je ziet een paal, zeg maar, en daar zit het kopje aan vast.	Okay, I now have, yes, sort of, you see a pole, say, and the head is attached to that.																	14	A		1.0	14.0	1_13
555390	556250	860	undecided	undecided			009.eaf			Idk what is happening here						Idk what is happening here					Een beetje o- bovenop de paal, zeg maar, zo.	A little o- on top of the pole, say, like that.																	14	A		1.0	14.0	1_13
556250	556760	510					009.eaf														Een beetje o- bovenop de paal, zeg maar, zo.	A little o- on top of the pole, say, like that.																	14	A		1.0	14.0	1_13
556760	557700	940	undecided	undecided			009.eaf			Idk what is happening here						Idk what is happening here					Een beetje o- bovenop de paal, zeg maar, zo.	A little o- on top of the pole, say, like that.																	14	A		1.0	14.0	1_13
557700	557930	230	non-gesture	non-gesture			009.eaf			Prep?						Prep?					Zo (soort) van	So (sort of) from																	14	A		1.0	14.0	1_13
557930	558210	280					009.eaf														Zo (soort) van	So (sort of) from																	14	A		1.0	14.0	1_13
560770	561110	340	gesture	gesture			009.eaf				1.0						1.0				Ehm en bovenop het kopje ligt een rondje.	Um and on top of the cup is a round.																	14	A		1.0	14.0	1_13
561360	561520	160	gesture	gesture			009.eaf				1.0						1.0				Ehm en bovenop het kopje ligt een rondje.	Um and on top of the cup is a round.																	14	A		1.0	14.0	1_13
563560	564030	470				gesture	009.eaf																								1.0	1.0		14C	Oh ja, en de paal zit vooraan, zeg maar.	Oh yes, and the pole is in the front, so to speak.			14	A		1.0	14.0	1_13
566060	566630	570	gesture	gesture			009.eaf					1.0		14D				1.0		14B	En de armpjes soort van naar achter.	And the arms kind of backwards.																	14	A		1.0	14.0	1_13
576380	580390	4010			gesture 	gesture 	009.eaf																			1.0		15C				1.0		15C	Oh, ik heb nu die ene met dat vierkant eromheen.	Oh, I now have the one with the square around it.			H	B		1.0	15.0	1_14
583150	584160	1010		gesture  			009.eaf										1.0	1.0		15B	Oh ja, en heeft het een soort van neus omlaag of zo?	Oh yeah, and does it have some kind of nose down or something?																	H	B		1.0	15.0	1_14
585220	585560	340			gesture	gesture	009.eaf																			1.0		15A				1.0		15A	Ja, en dan twee hele kleine puntjes naar boven.	Yes, and then two very small dots to the top.			H	B		1.0	15.0	1_14
593220	593600	380					009.eaf														Ja, ik vind het een soort- het heeft een soort appelsteeltje in het kopje.	Yes, I think it's a species-it has a kind of apple stem in the cup.																	1	A		1.0	6.0	1_15
594550	594880	330	non-gesture				009.eaf														Ja, ik vind het een soort- het heeft een soort appelsteeltje in het kopje.	Yes, I think it's a species-it has a kind of apple stem in the cup.																	1	A		1.0	6.0	1_15
594880	595110	230	gesture				009.eaf		1.0												Ja, ik vind het een soort- het heeft een soort appelsteeltje in het kopje.	Yes, I think it's a species-it has a kind of apple stem in the cup.																	1	A		1.0	6.0	1_15
596520	596700	180	gesture				009.eaf		1.0																														1	A		1.0	6.0	1_15
597130	597640	510	gesture				009.eaf														Een soort klein steeltje.	A kind of small stalk.																	1	A		1.0	6.0	1_15
598970	599460	490	gesture				009.eaf		1.0		1.0	1.0		06B							En een ronde neus met daardoorheen een paal of zo.	And a round nose with a pole or something through it.																	1	A		1.0	6.0	1_15
600690	600950	260		gesture			009.eaf											1.0		06D	En een ronde neus met daardoorheen een paal of zo.	And a round nose with a pole or something through it.																	1	A		1.0	6.0	1_15
603170	603360	190				gesture	009.eaf																						1.0			1.0		06C	Ja, en die zit dan soort met een rondje nog vast aan de muur of zo.	Yeah, and then it's kind of with a round still attached to the wall or something.			1	A		1.0	6.0	1_15
603680	604200	520				gesture	009.eaf																						1.0						Ja, en die zit dan soort met een rondje nog vast aan de muur of zo.	Yeah, and then it's kind of with a round still attached to the wall or something.			1	A		1.0	6.0	1_15
604370	604780	410			gesture		009.eaf																				1.0								Ja, en die zit dan soort met een rondje nog vast aan de muur of zo.	Yeah, and then it's kind of with a round still attached to the wall or something.			1	A		1.0	6.0	1_15
605960	606240	280	gesture	gesture			009.eaf						1.0						1.0		Ja, zoiets.	Yes, something like that.																	1	A		1.0	6.0	1_15
613890	614400	510			undecided	undecided	009.eaf																												Ik heb nu ik vind het, zeg maar, lijken op een soort tandenborstelhouder.	I have now I think it looks, say, like some kind of toothbrush holder.			O	B		1.0	9.0	1_16
618280	618760	480			gesture	gesture	009.eaf																			1.0		09D				1.0		09D	Met een eh aan de achterkant een rondje waar die dan dus vast zit.	With an eh at the back a round where it is then so attached.			O	B		1.0	9.0	1_16
619590	619800	210			gesture	gesture	009.eaf																			1.0		other				1.0		other	Met een eh aan de achterkant een rondje waar die dan dus vast zit.	With an eh at the back a round where it is then so attached.			O	B		1.0	9.0	1_16
621690	622190	500				gesture	009.eaf																									1.0		09A	En dan een soort net zo'n kwastje of een soort ding erboven uitsteken.	And then kind of just like a brush or some kind of thing sticking out above it.			O	B		1.0	9.0	1_16
622660	622950	290					009.eaf																												En dan een soort net zo'n kwastje of een soort ding erboven uitsteken.	And then kind of just like a brush or some kind of thing sticking out above it.			O	B		1.0	9.0	1_16
628880	629410	530			gesture		009.eaf																1.0		1.0										En hij en hij heeft dan nog aan de linkerkant een steel zitten.	And he and he then still has a stem on the left side.			O	B		1.0	9.0	1_16
630140	630440	300			gesture		009.eaf																			1.0		09C							En hij en hij heeft dan nog aan de linkerkant een steel zitten.	And he and he then still has a stem on the left side.			O	B		1.0	9.0	1_16
631810	632870	1060	gesture	gesture			009.eaf					1.0		09B				1.0		09B	En hij staat als het ware op een plateautje, zeg maar.	And it stands on a little platform, so to speak.																	O	B		1.0	9.0	1_16
